SAMPLE_RATE,SNR,LSD,LSD_HF,LSD_LF,RTF,RTF_RECIPROCAL
2000,9.171207462073102,0.7073766707684014,0.7304078605067864,0.011005053687154178,0.017498676565708797,80.17916574879025
4000,14.008095048340072,0.6264677973965783,0.6694252232649637,0.009693703015133863,0.018608208266475898,74.87278013781778
8000,20.178246795867306,0.48842900732686256,0.5635605026994143,0.006962425396654021,0.019312612413892608,72.19281392043044
12000,25.324452596007866,0.30990707525995503,0.3913868162191194,0.005348044316242184,0.01948441417599237,71.34632565369859
2000,9.142362020800704,0.6907173712510498,0.7132074075580089,0.008897036842259511,0.018714777627503617,73.9782148419553
4000,14.089572125403379,0.6047646786217223,0.6462348391044128,0.00788681058988107,0.01945194955707752,72.08001998304962
8000,20.31584087812783,0.47231667773696,0.5450020691124322,0.0053622601667160956,0.020431113630486365,69.97988165191248
12000,25.631203007527585,0.30612200465602535,0.38687409228173736,0.003841851153135887,0.018915658368287194,73.772409934287282000,8.98540746861264,0.6888503778699226,0.7112768788675812,0.009652929969311426,0.01946470486777376,72.33513377627652
4000,13.956598036379322,0.6033866328672767,0.6447570060624287,0.008625638822753492,0.019729086570332732,71.71304498710593
8000,20.029603298156083,0.4698385714236514,0.5421337386784116,0.00610386645325463,0.020027080250272136,70.7927502992804
12000,25.22243050811321,0.30810603944874554,0.38928622308234434,0.004998585692986435,0.01986925488077575,70.40767043750795
2000,8.713782446011825,0.67408035622493,0.6960398189452054,0.008119172520794743,0.01926611322210013,72.46788415575801
4000,13.71818000003112,0.5906054376439656,0.6311287570403553,0.007299832182282035,0.019690172107724467,71.5001463880412
8000,19.921955198749703,0.4666733481890497,0.5385404733226216,0.004784738831927605,0.019812274356710596,70.7529828737178
12000,25.365795869668162,0.3068072006923226,0.3877833981141778,0.003306474649644012,0.019723956887487397,71.45385064302587
